86043 silly lifecycle find-up@2.1.0~preinstall: no script for preinstall, continuing
91264 silly linkStuff compression@1.0.3 is part of a global install
91265 silly linkStuff compression@1.0.3 is installed into a global node_modules
91266 verbose linkBins compression@1.0.3
91267 verbose linkMans compression@1.0.3
91268 silly build onetime@2.0.1
91269 info linkStuff onetime@2.0.1
91270 silly linkStuff onetime@2.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91271 silly linkStuff onetime@2.0.1 is part of a global install
91272 silly linkStuff onetime@2.0.1 is installed into a global node_modules
91273 verbose linkBins onetime@2.0.1
91274 verbose linkMans onetime@2.0.1
91275 silly build optional@0.1.4
91276 info linkStuff optional@0.1.4
91277 silly linkStuff optional@0.1.4 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91278 silly linkStuff optional@0.1.4 is part of a global install
91279 silly linkStuff optional@0.1.4 is installed into a global node_modules
91280 verbose linkBins optional@0.1.4
91281 verbose linkMans optional@0.1.4
91282 silly build wordwrap@1.0.0
91283 info linkStuff wordwrap@1.0.0
91284 silly linkStuff wordwrap@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/optionator/node_modules as its parent node_modules
91285 silly linkStuff wordwrap@1.0.0 is part of a global install
91286 silly linkStuff wordwrap@1.0.0 is installed into a global node_modules
91287 verbose linkBins wordwrap@1.0.0
91288 verbose linkMans wordwrap@1.0.0
91289 silly build options@0.0.6
91290 info linkStuff options@0.0.6
91291 silly linkStuff options@0.0.6 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91292 silly linkStuff options@0.0.6 is part of a global install
91293 silly linkStuff options@0.0.6 is installed into a global node_modules
91294 verbose linkBins options@0.0.6
91295 verbose linkMans options@0.0.6
91296 silly build optjs@3.2.2
91297 info linkStuff optjs@3.2.2
91298 silly linkStuff optjs@3.2.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91299 silly linkStuff optjs@3.2.2 is part of a global install
91300 silly linkStuff optjs@3.2.2 is installed into a global node_modules
91301 verbose linkBins optjs@3.2.2
91302 verbose linkMans optjs@3.2.2
91303 silly build ascli@1.0.1
91304 info linkStuff ascli@1.0.1
91305 silly linkStuff ascli@1.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91306 silly linkStuff ascli@1.0.1 is part of a global install
91307 silly linkStuff ascli@1.0.1 is installed into a global node_modules
91308 verbose linkBins ascli@1.0.1
91309 verbose linkMans ascli@1.0.1
91310 silly build os-locale@1.4.0
91311 info linkStuff os-locale@1.4.0
91312 silly linkStuff os-locale@1.4.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91313 silly linkStuff os-locale@1.4.0 is part of a global install
91314 silly linkStuff os-locale@1.4.0 is installed into a global node_modules
91315 verbose linkBins os-locale@1.4.0
91316 verbose linkMans os-locale@1.4.0
91317 silly build os-tmpdir@1.0.2
91318 info linkStuff os-tmpdir@1.0.2
91319 silly linkStuff os-tmpdir@1.0.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91320 silly linkStuff os-tmpdir@1.0.2 is part of a global install
91321 silly linkStuff os-tmpdir@1.0.2 is installed into a global node_modules
91322 verbose linkBins os-tmpdir@1.0.2
91323 verbose linkMans os-tmpdir@1.0.2
91324 silly build p-finally@1.0.0
91325 info linkStuff p-finally@1.0.0
91326 silly linkStuff p-finally@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91327 silly linkStuff p-finally@1.0.0 is part of a global install
91328 silly linkStuff p-finally@1.0.0 is installed into a global node_modules
91329 verbose linkBins p-finally@1.0.0
91330 verbose linkMans p-finally@1.0.0
91331 silly build p-try@1.0.0
91332 info linkStuff p-try@1.0.0
91333 silly linkStuff p-try@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91334 silly linkStuff p-try@1.0.0 is part of a global install
91335 silly linkStuff p-try@1.0.0 is installed into a global node_modules
91336 verbose linkBins p-try@1.0.0
91337 verbose linkMans p-try@1.0.0
91338 silly build p-limit@1.2.0
91339 info linkStuff p-limit@1.2.0
91340 silly linkStuff p-limit@1.2.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91341 silly linkStuff p-limit@1.2.0 is part of a global install
91342 silly linkStuff p-limit@1.2.0 is installed into a global node_modules
91343 verbose linkBins p-limit@1.2.0
91344 verbose linkMans p-limit@1.2.0
91345 silly build p-locate@2.0.0
91346 info linkStuff p-locate@2.0.0
91347 silly linkStuff p-locate@2.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91348 silly linkStuff p-locate@2.0.0 is part of a global install
91349 silly linkStuff p-locate@2.0.0 is installed into a global node_modules
91350 verbose linkBins p-locate@2.0.0
91351 verbose linkMans p-locate@2.0.0
91352 silly build pako@1.0.6
91353 info linkStuff pako@1.0.6
91354 silly linkStuff pako@1.0.6 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91355 silly linkStuff pako@1.0.6 is part of a global install
91356 silly linkStuff pako@1.0.6 is installed into a global node_modules
91357 verbose linkBins pako@1.0.6
91358 verbose linkMans pako@1.0.6
91359 silly build parse-glob@3.0.4
91360 info linkStuff parse-glob@3.0.4
91361 silly linkStuff parse-glob@3.0.4 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91362 silly linkStuff parse-glob@3.0.4 is part of a global install
91363 silly linkStuff parse-glob@3.0.4 is installed into a global node_modules
91364 verbose linkBins parse-glob@3.0.4
91365 verbose linkMans parse-glob@3.0.4
91366 silly build parse-passwd@1.0.0
91367 info linkStuff parse-passwd@1.0.0
91368 silly linkStuff parse-passwd@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91369 silly linkStuff parse-passwd@1.0.0 is part of a global install
91370 silly linkStuff parse-passwd@1.0.0 is installed into a global node_modules
91371 verbose linkBins parse-passwd@1.0.0
91372 verbose linkMans parse-passwd@1.0.0
91373 silly build homedir-polyfill@1.0.1
91374 info linkStuff homedir-polyfill@1.0.1
91375 silly linkStuff homedir-polyfill@1.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91376 silly linkStuff homedir-polyfill@1.0.1 is part of a global install
91377 silly linkStuff homedir-polyfill@1.0.1 is installed into a global node_modules
91378 verbose linkBins homedir-polyfill@1.0.1
91379 verbose linkMans homedir-polyfill@1.0.1
91380 silly build parseurl@1.3.2
91381 info linkStuff parseurl@1.3.2
91382 silly linkStuff parseurl@1.3.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91383 silly linkStuff parseurl@1.3.2 is part of a global install
91384 silly linkStuff parseurl@1.3.2 is installed into a global node_modules
91385 verbose linkBins parseurl@1.3.2
91386 verbose linkMans parseurl@1.3.2
91387 silly build passport-strategy@1.0.0
91388 info linkStuff passport-strategy@1.0.0
91389 silly linkStuff passport-strategy@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91390 silly linkStuff passport-strategy@1.0.0 is part of a global install
91391 silly linkStuff passport-strategy@1.0.0 is installed into a global node_modules
91392 verbose linkBins passport-strategy@1.0.0
91393 verbose linkMans passport-strategy@1.0.0
91394 silly build passport-local@1.0.0
91395 info linkStuff passport-local@1.0.0
91396 silly linkStuff passport-local@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91397 silly linkStuff passport-local@1.0.0 is part of a global install
91398 silly linkStuff passport-local@1.0.0 is installed into a global node_modules
91399 verbose linkBins passport-local@1.0.0
91400 verbose linkMans passport-local@1.0.0
91401 silly build path-exists@3.0.0
91402 info linkStuff path-exists@3.0.0
91403 silly linkStuff path-exists@3.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91404 silly linkStuff path-exists@3.0.0 is part of a global install
91405 silly linkStuff path-exists@3.0.0 is installed into a global node_modules
91406 verbose linkBins path-exists@3.0.0
91407 verbose linkMans path-exists@3.0.0
91408 silly build locate-path@2.0.0
91409 info linkStuff locate-path@2.0.0
91410 silly linkStuff locate-path@2.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91411 silly linkStuff locate-path@2.0.0 is part of a global install
91412 silly linkStuff locate-path@2.0.0 is installed into a global node_modules
91413 verbose linkBins locate-path@2.0.0
91414 verbose linkMans locate-path@2.0.0
91415 silly build find-up@2.1.0
91416 info linkStuff find-up@2.1.0
91417 silly linkStuff find-up@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91418 silly linkStuff find-up@2.1.0 is part of a global install
91419 silly linkStuff find-up@2.1.0 is installed into a global node_modules
91420 verbose linkBins find-up@2.1.0
91421 verbose linkMans find-up@2.1.0
91422 silly build path-is-absolute@1.0.1
91423 info linkStuff path-is-absolute@1.0.1
91424 silly linkStuff path-is-absolute@1.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91425 silly linkStuff path-is-absolute@1.0.1 is part of a global install
91426 silly linkStuff path-is-absolute@1.0.1 is installed into a global node_modules
91427 verbose linkBins path-is-absolute@1.0.1
91428 verbose linkMans path-is-absolute@1.0.1
91429 silly build path-is-inside@1.0.2
91430 info linkStuff path-is-inside@1.0.2
91431 silly linkStuff path-is-inside@1.0.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91432 silly linkStuff path-is-inside@1.0.2 is part of a global install
91433 silly linkStuff path-is-inside@1.0.2 is installed into a global node_modules
91434 verbose linkBins path-is-inside@1.0.2
91435 verbose linkMans path-is-inside@1.0.2
91436 silly build is-path-inside@1.0.1
91437 info linkStuff is-path-inside@1.0.1
91438 silly linkStuff is-path-inside@1.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91439 silly linkStuff is-path-inside@1.0.1 is part of a global install
91440 silly linkStuff is-path-inside@1.0.1 is installed into a global node_modules
91441 verbose linkBins is-path-inside@1.0.1
91442 verbose linkMans is-path-inside@1.0.1
91443 silly build is-path-in-cwd@1.0.1
91444 info linkStuff is-path-in-cwd@1.0.1
91445 silly linkStuff is-path-in-cwd@1.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91446 silly linkStuff is-path-in-cwd@1.0.1 is part of a global install
91447 silly linkStuff is-path-in-cwd@1.0.1 is installed into a global node_modules
91448 verbose linkBins is-path-in-cwd@1.0.1
91449 verbose linkMans is-path-in-cwd@1.0.1
91450 silly build path-key@2.0.1
91451 info linkStuff path-key@2.0.1
91452 silly linkStuff path-key@2.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91453 silly linkStuff path-key@2.0.1 is part of a global install
91454 silly linkStuff path-key@2.0.1 is installed into a global node_modules
91455 verbose linkBins path-key@2.0.1
91456 verbose linkMans path-key@2.0.1
91457 silly build npm-run-path@2.0.2
91458 info linkStuff npm-run-path@2.0.2
91459 silly linkStuff npm-run-path@2.0.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91460 silly linkStuff npm-run-path@2.0.2 is part of a global install
91461 silly linkStuff npm-run-path@2.0.2 is installed into a global node_modules
91462 verbose linkBins npm-run-path@2.0.2
91463 verbose linkMans npm-run-path@2.0.2
91464 silly build path-to-regexp@0.1.7
91465 info linkStuff path-to-regexp@0.1.7
91466 silly linkStuff path-to-regexp@0.1.7 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91467 silly linkStuff path-to-regexp@0.1.7 is part of a global install
91468 silly linkStuff path-to-regexp@0.1.7 is installed into a global node_modules
91469 verbose linkBins path-to-regexp@0.1.7
91470 verbose linkMans path-to-regexp@0.1.7
91471 silly build pause@0.0.1
91472 info linkStuff pause@0.0.1
91473 silly linkStuff pause@0.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91474 silly linkStuff pause@0.0.1 is part of a global install
91475 silly linkStuff pause@0.0.1 is installed into a global node_modules
91476 verbose linkBins pause@0.0.1
91477 verbose linkMans pause@0.0.1
91478 silly build passport@0.3.2
91479 info linkStuff passport@0.3.2
91480 silly linkStuff passport@0.3.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91481 silly linkStuff passport@0.3.2 is part of a global install
91482 silly linkStuff passport@0.3.2 is installed into a global node_modules
91483 verbose linkBins passport@0.3.2
91484 verbose linkMans passport@0.3.2
91485 silly build performance-now@2.1.0
91486 info linkStuff performance-now@2.1.0
91487 silly linkStuff performance-now@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91488 silly linkStuff performance-now@2.1.0 is part of a global install
91489 silly linkStuff performance-now@2.1.0 is installed into a global node_modules
91490 verbose linkBins performance-now@2.1.0
91491 verbose linkMans performance-now@2.1.0
91492 silly build pidusage@1.2.0
91493 info linkStuff pidusage@1.2.0
91494 silly linkStuff pidusage@1.2.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91495 silly linkStuff pidusage@1.2.0 is part of a global install
91496 silly linkStuff pidusage@1.2.0 is installed into a global node_modules
91497 verbose linkBins pidusage@1.2.0
91498 verbose linkMans pidusage@1.2.0
91499 silly build pify@2.3.0
91500 info linkStuff pify@2.3.0
91501 silly linkStuff pify@2.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91502 silly linkStuff pify@2.3.0 is part of a global install
91503 silly linkStuff pify@2.3.0 is installed into a global node_modules
91504 verbose linkBins pify@2.3.0
91505 verbose linkMans pify@2.3.0
91506 silly build pinkie@2.0.4
91507 info linkStuff pinkie@2.0.4
91508 silly linkStuff pinkie@2.0.4 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91509 silly linkStuff pinkie@2.0.4 is part of a global install
91510 silly linkStuff pinkie@2.0.4 is installed into a global node_modules
91511 verbose linkBins pinkie@2.0.4
91512 verbose linkMans pinkie@2.0.4
91513 silly build pinkie-promise@2.0.1
91514 info linkStuff pinkie-promise@2.0.1
91515 silly linkStuff pinkie-promise@2.0.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91516 silly linkStuff pinkie-promise@2.0.1 is part of a global install
91517 silly linkStuff pinkie-promise@2.0.1 is installed into a global node_modules
91518 verbose linkBins pinkie-promise@2.0.1
91519 verbose linkMans pinkie-promise@2.0.1
91520 silly build pkcs11js@1.0.15
91521 info linkStuff pkcs11js@1.0.15
91522 silly linkStuff pkcs11js@1.0.15 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91523 silly linkStuff pkcs11js@1.0.15 is part of a global install
91524 silly linkStuff pkcs11js@1.0.15 is installed into a global node_modules
91525 verbose linkBins pkcs11js@1.0.15
91526 verbose linkMans pkcs11js@1.0.15
91527 silly build pako@1.0.3
91528 info linkStuff pako@1.0.3
91529 silly linkStuff pako@1.0.3 has /usr/local/lib/node_modules/composer-rest-server/node_modules/plantuml-encoder/node_modules as its parent node_modules
91530 silly linkStuff pako@1.0.3 is part of a global install
91531 silly linkStuff pako@1.0.3 is installed into a global node_modules
91532 verbose linkBins pako@1.0.3
91533 verbose linkMans pako@1.0.3
91534 silly build platform@1.3.1
91535 info linkStuff platform@1.3.1
91536 silly linkStuff platform@1.3.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91537 silly linkStuff platform@1.3.1 is part of a global install
91538 silly linkStuff platform@1.3.1 is installed into a global node_modules
91539 verbose linkBins platform@1.3.1
91540 verbose linkMans platform@1.3.1
91541 silly build helmet-csp@1.1.0
91542 info linkStuff helmet-csp@1.1.0
91543 silly linkStuff helmet-csp@1.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91544 silly linkStuff helmet-csp@1.1.0 is part of a global install
91545 silly linkStuff helmet-csp@1.1.0 is installed into a global node_modules
91546 verbose linkBins helmet-csp@1.1.0
91547 verbose linkMans helmet-csp@1.1.0
91548 silly build pluralize@7.0.0
91549 info linkStuff pluralize@7.0.0
91550 silly linkStuff pluralize@7.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91551 silly linkStuff pluralize@7.0.0 is part of a global install
91552 silly linkStuff pluralize@7.0.0 is installed into a global node_modules
91553 verbose linkBins pluralize@7.0.0
91554 verbose linkMans pluralize@7.0.0
91555 silly build posix-getopt@1.2.0
91556 info linkStuff posix-getopt@1.2.0
91557 silly linkStuff posix-getopt@1.2.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91558 silly linkStuff posix-getopt@1.2.0 is part of a global install
91559 silly linkStuff posix-getopt@1.2.0 is installed into a global node_modules
91560 verbose linkBins posix-getopt@1.2.0
91561 verbose linkMans posix-getopt@1.2.0
91562 silly build prelude-ls@1.1.2
91563 info linkStuff prelude-ls@1.1.2
91564 silly linkStuff prelude-ls@1.1.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91565 silly linkStuff prelude-ls@1.1.2 is part of a global install
91566 silly linkStuff prelude-ls@1.1.2 is installed into a global node_modules
91567 verbose linkBins prelude-ls@1.1.2
91568 verbose linkMans prelude-ls@1.1.2
91569 silly build preserve@0.2.0
91570 info linkStuff preserve@0.2.0
91571 silly linkStuff preserve@0.2.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91572 silly linkStuff preserve@0.2.0 is part of a global install
91573 silly linkStuff preserve@0.2.0 is installed into a global node_modules
91574 verbose linkBins preserve@0.2.0
91575 verbose linkMans preserve@0.2.0
91576 silly build process@0.11.10
91577 info linkStuff process@0.11.10
91578 silly linkStuff process@0.11.10 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91579 silly linkStuff process@0.11.10 is part of a global install
91580 silly linkStuff process@0.11.10 is installed into a global node_modules
91581 verbose linkBins process@0.11.10
91582 verbose linkMans process@0.11.10
91583 silly build process-nextick-args@2.0.0
91584 info linkStuff process-nextick-args@2.0.0
91585 silly linkStuff process-nextick-args@2.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91586 silly linkStuff process-nextick-args@2.0.0 is part of a global install
91587 silly linkStuff process-nextick-args@2.0.0 is installed into a global node_modules
91588 verbose linkBins process-nextick-args@2.0.0
91589 verbose linkMans process-nextick-args@2.0.0
91590 silly build progress@2.0.0
91591 info linkStuff progress@2.0.0
91592 silly linkStuff progress@2.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91593 silly linkStuff progress@2.0.0 is part of a global install
91594 silly linkStuff progress@2.0.0 is installed into a global node_modules
91595 verbose linkBins progress@2.0.0
91596 verbose linkMans progress@2.0.0
91597 silly build promise-settle@0.3.0
91598 info linkStuff promise-settle@0.3.0
91599 silly linkStuff promise-settle@0.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91600 silly linkStuff promise-settle@0.3.0 is part of a global install
91601 silly linkStuff promise-settle@0.3.0 is installed into a global node_modules
91602 verbose linkBins promise-settle@0.3.0
91603 verbose linkMans promise-settle@0.3.0
91604 silly build asap@1.0.0
91605 info linkStuff asap@1.0.0
91606 silly linkStuff asap@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/promise/node_modules as its parent node_modules
91607 silly linkStuff asap@1.0.0 is part of a global install
91608 silly linkStuff asap@1.0.0 is installed into a global node_modules
91609 verbose linkBins asap@1.0.0
91610 verbose linkMans asap@1.0.0
91611 silly build promise@6.1.0
91612 info linkStuff promise@6.1.0
91613 silly linkStuff promise@6.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91614 silly linkStuff promise@6.1.0 is part of a global install
91615 silly linkStuff promise@6.1.0 is installed into a global node_modules
91616 verbose linkBins promise@6.1.0
91617 verbose linkMans promise@6.1.0
91618 silly build jstransformer@0.0.2
91619 info linkStuff jstransformer@0.0.2
91620 silly linkStuff jstransformer@0.0.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91621 silly linkStuff jstransformer@0.0.2 is part of a global install
91622 silly linkStuff jstransformer@0.0.2 is installed into a global node_modules
91623 verbose linkBins jstransformer@0.0.2
91624 verbose linkMans jstransformer@0.0.2
91625 silly build protobufjs@6.6.3
91626 info linkStuff protobufjs@6.6.3
91627 silly linkStuff protobufjs@6.6.3 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91628 silly linkStuff protobufjs@6.6.3 is part of a global install
91629 silly linkStuff protobufjs@6.6.3 is installed into a global node_modules
91630 verbose linkBins protobufjs@6.6.3
91631 verbose link bins [ { pbjs: 'bin/pbjs', pbts: 'bin/pbts' },
91631 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/.bin',
91631 verbose link bins   false ]
91632 verbose linkMans protobufjs@6.6.3
91633 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/pbjs is being purged
91634 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/pbjs
91635 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/pbts is being purged
91636 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/.bin/pbts
91637 silly build proxy-addr@2.0.3
91638 info linkStuff proxy-addr@2.0.3
91639 silly linkStuff proxy-addr@2.0.3 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91640 silly linkStuff proxy-addr@2.0.3 is part of a global install
91641 silly linkStuff proxy-addr@2.0.3 is installed into a global node_modules
91642 verbose linkBins proxy-addr@2.0.3
91643 verbose linkMans proxy-addr@2.0.3
91644 silly build pseudomap@1.0.2
91645 info linkStuff pseudomap@1.0.2
91646 silly linkStuff pseudomap@1.0.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91647 silly linkStuff pseudomap@1.0.2 is part of a global install
91648 silly linkStuff pseudomap@1.0.2 is installed into a global node_modules
91649 verbose linkBins pseudomap@1.0.2
91650 verbose linkMans pseudomap@1.0.2
91651 silly build punycode@2.1.0
91652 info linkStuff punycode@2.1.0
91653 silly linkStuff punycode@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91654 silly linkStuff punycode@2.1.0 is part of a global install
91655 silly linkStuff punycode@2.1.0 is installed into a global node_modules
91656 verbose linkBins punycode@2.1.0
91657 verbose linkMans punycode@2.1.0
91658 silly build qs@6.3.1
91659 info linkStuff qs@6.3.1
91660 silly linkStuff qs@6.3.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91661 silly linkStuff qs@6.3.1 is part of a global install
91662 silly linkStuff qs@6.3.1 is installed into a global node_modules
91663 verbose linkBins qs@6.3.1
91664 verbose linkMans qs@6.3.1
91665 silly build querystring@0.2.0
91666 info linkStuff querystring@0.2.0
91667 silly linkStuff querystring@0.2.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91668 silly linkStuff querystring@0.2.0 is part of a global install
91669 silly linkStuff querystring@0.2.0 is installed into a global node_modules
91670 verbose linkBins querystring@0.2.0
91671 verbose linkMans querystring@0.2.0
91672 silly build random-bytes@1.0.0
91673 info linkStuff random-bytes@1.0.0
91674 silly linkStuff random-bytes@1.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91675 silly linkStuff random-bytes@1.0.0 is part of a global install
91676 silly linkStuff random-bytes@1.0.0 is installed into a global node_modules
91677 verbose linkBins random-bytes@1.0.0
91678 verbose linkMans random-bytes@1.0.0
91679 silly build kind-of@3.2.2
91680 info linkStuff kind-of@3.2.2
91681 silly linkStuff kind-of@3.2.2 has /usr/local/lib/node_modules/composer-rest-server/node_modules/randomatic/node_modules/is-number/node_modules as its parent node_modules
91682 silly linkStuff kind-of@3.2.2 is part of a global install
91683 silly linkStuff kind-of@3.2.2 is installed into a global node_modules
91684 verbose linkBins kind-of@3.2.2
91685 verbose linkMans kind-of@3.2.2
91686 silly build is-number@3.0.0
91687 info linkStuff is-number@3.0.0
91688 silly linkStuff is-number@3.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/randomatic/node_modules as its parent node_modules
91689 silly linkStuff is-number@3.0.0 is part of a global install
91690 silly linkStuff is-number@3.0.0 is installed into a global node_modules
91691 verbose linkBins is-number@3.0.0
91692 verbose linkMans is-number@3.0.0
91693 silly build kind-of@4.0.0
91694 info linkStuff kind-of@4.0.0
91695 silly linkStuff kind-of@4.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/randomatic/node_modules as its parent node_modules
91696 silly linkStuff kind-of@4.0.0 is part of a global install
91697 silly linkStuff kind-of@4.0.0 is installed into a global node_modules
91698 verbose linkBins kind-of@4.0.0
91699 verbose linkMans kind-of@4.0.0
91700 silly build randomatic@1.1.7
91701 info linkStuff randomatic@1.1.7
91702 silly linkStuff randomatic@1.1.7 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91703 silly linkStuff randomatic@1.1.7 is part of a global install
91704 silly linkStuff randomatic@1.1.7 is installed into a global node_modules
91705 verbose linkBins randomatic@1.1.7
91706 verbose linkMans randomatic@1.1.7
91707 silly build range-parser@1.2.0
91708 info linkStuff range-parser@1.2.0
91709 silly linkStuff range-parser@1.2.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91710 silly linkStuff range-parser@1.2.0 is part of a global install
91711 silly linkStuff range-parser@1.2.0 is installed into a global node_modules
91712 verbose linkBins range-parser@1.2.0
91713 verbose linkMans range-parser@1.2.0
91714 silly build regenerator-runtime@0.11.1
91715 info linkStuff regenerator-runtime@0.11.1
91716 silly linkStuff regenerator-runtime@0.11.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91717 silly linkStuff regenerator-runtime@0.11.1 is part of a global install
91718 silly linkStuff regenerator-runtime@0.11.1 is installed into a global node_modules
91719 verbose linkBins regenerator-runtime@0.11.1
91720 verbose linkMans regenerator-runtime@0.11.1
91721 silly build babel-runtime@6.26.0
91722 info linkStuff babel-runtime@6.26.0
91723 silly linkStuff babel-runtime@6.26.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91724 silly linkStuff babel-runtime@6.26.0 is part of a global install
91725 silly linkStuff babel-runtime@6.26.0 is installed into a global node_modules
91726 verbose linkBins babel-runtime@6.26.0
91727 verbose linkMans babel-runtime@6.26.0
91728 silly build regex-cache@0.4.4
91729 info linkStuff regex-cache@0.4.4
91730 silly linkStuff regex-cache@0.4.4 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91731 silly linkStuff regex-cache@0.4.4 is part of a global install
91732 silly linkStuff regex-cache@0.4.4 is installed into a global node_modules
91733 verbose linkBins regex-cache@0.4.4
91734 verbose linkMans regex-cache@0.4.4
91735 silly build regexpp@1.1.0
91736 info linkStuff regexpp@1.1.0
91737 silly linkStuff regexpp@1.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91738 silly linkStuff regexpp@1.1.0 is part of a global install
91739 silly linkStuff regexpp@1.1.0 is installed into a global node_modules
91740 verbose linkBins regexpp@1.1.0
91741 verbose linkMans regexpp@1.1.0
91742 silly build remove-trailing-separator@1.1.0
91743 info linkStuff remove-trailing-separator@1.1.0
91744 silly linkStuff remove-trailing-separator@1.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
91745 silly linkStuff remove-trailing-separator@1.1.0 is part of a global install
91746 silly linkStuff remove-trailing-separator@1.1.0 is installed into a global node_modules
91747 verbose linkBins remove-trailing-separator@1.1.0
